Username,Followers,Average Likes,Average Comments,Average Engagement Rate,Engagement Rate (60 Days),Posting frequency (last 60 days),Posts (image),Posts (videos),Posts (carousel),Average Hashtags / Post (60 Days),Hashtags (dictionary)
njajan.tulungagung,88491,809.22,8.89,0.9245,0.8897,113,0,0,113,13.752,"{'tumpukditengah': 111, 'baksosapi': 3, 'baksourat': 3, 'baksodaging': 2, 'baksotetelan': 2, 'bakso': 3, 'meatballs': 2, 'jeroansapi': 1, 'babatsapi': 1, 'usussapi': 1, 'sandunglamur': 1, 'njajantulungagung': 113, 'njajantulungagungbakso': 4, 'kulinerjatim': 113, 'indonesianfood': 112, 'asianfood': 113, 'njajantulungagungsobatumkm': 88, 'risolmayonaise': 1, 'risolmayokeju': 1, 'risolayamsuwirpedas': 1, 'risol': 2, 'risolchococrunchy': 1, 'saladbuahsegar': 1, 'juice': 2, 'jusbuahsegar': 1, 'njajantulungagunggorengan': 7, 'batagor': 2, 'batagorbandung': 2, 'batagorikantuna': 1, 'batagorenak': 1, 'batagorbumbukacang': 1, 'bumbukacangmede': 1, 'cashewnuts': 1, 'njajantulungagungbatagor': 1, 'hangout': 2, 'nongki': 1, 'cafe': 1, 'nasigorengseafood': 1, 'ricebowl': 1, 'ayambakar': 1, 'waffles': 1, 'icecream': 1, 'cireng': 2, 'coffee': 2, 'latte': 1, 'njajantulungagungcafe': 6, 'sotoayam': 3, 'sotoayamkampung': 1, 'sotoayamlamongan': 1, 'soto': 1, 'sotokoya': 1, 'breakfast': 15, 'makanpagi': 18, 'sarapan': 16, 'njajantulungagungsotoayam': 2, 'sateayam': 2, 'sateayamenak': 2, 'sateayambumbukacang': 1, 'saté': 1, 'makanmalam': 21, 'dinner': 20, 'njajantulungagungsate': 4, 'sayurdaunsingkong': 1, 'sayurdaunsingkongpedas': 1, 'jangangodongtelo': 1, 'pindanggoreng': 1, 'trasidele': 1, 'makansiang': 10, 'njajantulungagungsayur': 1, 'churros': 1, 'churroslovers': 1, 'churrostime': 1, 'churrosespañoles': 1, 'pisangkembung': 1, 'pisangcoklat': 4, 'piscoklumer': 1, 'njajantulungagungchurros': 1, 'estelercreamy': 1, 'estelercreamyviral': 1, 'estelerkuahkental': 1, 'esteler': 1, 'estelerkuahcreamy': 1, 'njajantulungagunges': 5, 'tapebakar': 1, 'tapebakartulungagung': 1, 'tapebakarkeju': 1, 'tapai': 1, 'njajantulungagungtapebakar': 1, 'pentol': 4, 'pentoldaging': 3, 'pentoltelurpuyuh': 1, 'pentolenak': 2, 'njajantulungagungpentol': 4, 'nasiayamsauspedas': 1, 'nasiayamhotlava': 1, 'ayamkentaky': 1, 'ayamgoreng': 2, 'spicysauce': 1, 'estehjumbo': 1, 'njajantulungagungkentaki': 2, 'tahubumbu': 1, 'tahubumbupetis': 1, 'tahubumbutulungagung': 1, 'nasitahubumbu': 1, 'bumbupetis': 2, 'legend': 4, 'njajantulungagungtahubumbu': 1, 'takoyaki': 1, 'takoyakiballs': 1, 'takoyakimurah': 1, 'takoyakienak': 1, 'tako': 1, 'tonkatsusauce': 1, 'katsuobushi': 1, 'njajantulungagungtakoyaki': 1, 'ayamgorengberempah': 1, 'bandenggoreng': 2, 'bandengpresto': 2, 'lalapan': 4, 'njajantulungagunglalapan': 1, 'baksoprasmanan': 1, 'baksoprasmananenak': 1, 'baksodagingsapiasli': 1, 'baksomercon': 1, 'baksopedas': 1, 'bihungoreng': 1, 'bihungorengayam': 1, 'bihungorengenak': 1, 'bihun': 1, 'njajantulungagungbihungoreng': 1, 'sopayam': 1, 'sopayamkampung': 1, 'uritan': 1, 'uritanayam': 1, 'njajantulungagungsopayam': 1, 'puthubumbung': 1, 'kueputhu': 1, 'puthubumbungtulungagung': 1, 'njajantulungagungputhu': 1, 'kacangshanghai': 1, 'kacangshanghaitulungagung': 1, 'kacangbawang': 1, 'kacangbawangrempah': 1, 'kacanggoreng': 1, 'njajantulungagungkacang': 1, 'pukis': 2, 'kuepukis': 2, 'pukisselainanas': 1, 'pukisenak': 1, 'pukismenul': 2, 'selainanas': 1, 'pineapplejam': 1, 'njajantulungagungpukis': 3, 'lontongkikil': 1, 'lontongkikilsapi': 1, 'lontongkikilmaknyus': 1, 'lontongkikilenak': 1, 'lontong': 1, 'kikilsapi': 1, 'njajantulungagunglontongkikil': 1, 'lodhotulungagung': 1, 'lodho': 1, 'lodhoayam': 1, 'lodhoayamkampung': 2, 'lodhosuwirtulungagung': 1, 'lodhopedas': 1, 'njajantulungagunglodho': 1, 'pentoljadul': 1, 'pentolcilok': 1, 'pentolbumbukacang': 1, 'pentollegend': 1, 'jasuke': 1, 'jagungsusukeju': 1, 'jagungsusukejumozzarella': 1, 'jagungsusukejuyummy': 1, 'jasukemilo': 1, 'esjagunghawaii': 1, 'lumpiajasuke': 1, 'njajantulungagungjasuke': 1, 'jenanggrendul': 1, 'jenangketanhitam': 1, 'dumplings': 1, 'kekianayam': 1, 'njajantulungagungjenangcampur': 1, 'ayamchilibalado': 1, 'ayamgorengrenyah': 1, 'ayamgorengpedas': 1, 'balado': 1, 'spicybalado': 1, 'spicyfriedchicken': 1, 'hotwayschicken': 1, 'njajantulungagungpedesan': 2, 'soufflepancake': 1, 'japanesesoufflepancake': 1, 'pancakes': 1, 'millecrepes': 1, 'cromboloni': 1, 'cheesebrownies': 1, 'desserts': 1, 'njajantulungagungcake': 1, 'martabak': 1, 'martabaktelor': 3, 'martabakspesial': 1, 'martabakayam': 1, 'njajantulungagungmartabak': 4, 'bothoktulungagung': 1, 'bothoktelur': 1, 'bothokpindang': 1, 'bothokan': 1, 'bekicot': 1, 'krengsengbekicot': 1, 'njajantulungagungbothok': 1, 'sompiljangan': 1, 'sompillodeh': 1, 'sompiltulungagung': 1, 'lontongsayur': 1, 'lodeh': 2, 'njajantulungagungsompil': 1, 'penyetan': 3, 'penyetanjeroan': 2, 'penyetanbandeng': 1, 'jeroanayam': 2, 'sambeltomat': 1, 'urapsayur': 1, 'njajantulungagungpenyetan': 3, 'segopecel': 3, 'segopeceltulungagung': 3, 'segopecelenak': 1, 'nasipecel': 1, 'pecel': 2, 'njajantulungagungpecel': 3, 'segosambel': 3, 'sambelkerang': 1, 'sambelkikil': 1, 'sambelparu': 1, 'sambeljengkol': 1, 'pedas': 1, 'njajantulungagungsegosambel': 5, 'segocokot': 1, 'segoburger': 1, 'nasicokot': 1, 'segocokotendulita': 1, 'ayamrendang': 1, 'ayamkecap': 1, 'tunasuwir': 1, 'ayamsuwir': 1, 'sosis': 1, 'atiampela': 2, 'ayamkari': 1, 'njajantulungagungsegocokot': 1, 'kuepukisenak': 1, 'kuepukispandan': 1, 'baksohalus': 1, 'baksoayam': 1, 'baksoenak': 1, 'baksolover': 1, 'gorengan': 1, 'pangsitgoreng': 2, 'cirengisi': 1, 'cirengkuah': 1, 'cilokisi': 1, 'cilokkuah': 1, 'risolcoklat': 1, 'risolcoklatmozarella': 1, 'risolmayo': 2, 'risolayam': 1, 'njajantulungagungcireng': 2, 'lemper': 1, 'lemperserundeng': 1, 'lemperserundengjadul': 1, 'lemperjadul': 1, 'nagasari': 1, 'nagasaripisang': 1, 'nogosaripisang': 1, 'njajantulungagunglemper': 1, 'satebebektulungagung': 1, 'satebebek': 1, 'satebebekenak': 1, 'nasicampur': 3, 'nasicampurenak': 1, 'nasicampurtelur': 1, 'njajantulungagungnasicampur': 2, 'miegoreng': 2, 'miegorengjawa': 2, 'miegorengenak': 2, 'friednoodles': 1, 'nasigoreng': 2, 'nasgor': 2, 'nasgorjawa': 1, 'friedrice': 2, 'njajantulungagungmiegoreng': 2, 'pentolkuah': 1, 'pentolgoreng': 3, 'pempek': 1, 'pempekpalembang': 1, 'pempekdos': 1, 'pempek2000': 1, 'njajantulungagungpempek': 1, 'esputer': 1, 'esputerenak': 1, 'esputercup': 1, 'esputertradisional': 1, 'esputertulungagung': 1, 'escoklatkuwentel': 1, 'matcha': 3, 'chocolate': 2, 'cookiesncream': 1, 'risoles': 1, 'risolpizza': 1, 'siomayayamudang': 1, 'dimsum': 1, 'sinom': 1, 'essinom': 1, 'esberaskencur': 1, 'beraskencur': 2, 'jamu': 2, 'njajantulungagungjamu': 2, 'rotikukus': 1, 'rotikukusthailand': 1, 'rotikukusthailandviral': 1, 'njajantulungagungdessert': 2, 'mieayam': 2, 'mieayambakso': 2, 'mieayambaksosolo': 1, 'baksorawit': 1, 'njajantulungagungmieayam': 2, 'capcay': 1, 'capcaykuah': 1, 'capcaysayur': 1, 'capcayayam': 1, 'njajantulungagungcapcay': 1, 'serabi': 1, 'serabisolo': 1, 'serabipandan': 1, 'serabikeju': 1, 'serabipisang': 1, 'serabinangka': 1, 'serabicoklat': 1, 'njajantulungagungserabi': 1, 'susutelormadujahe': 1, 'susumadujahe': 1, 'stmj': 1, 'mienyemek': 2, 'jagungbakar': 1, 'pisangbakar': 1, 'rotibakar': 1, 'frenchfries': 1, 'njajantulungagungstmj': 1, 'siomaybandung': 1, 'siomayenak': 1, 'siomay': 2, 'siomaybumbukacang': 1, 'njajantulungagungsiomay': 1, 'pisangkeju': 1, 'pisangkejucoklat': 1, 'pisangkejuenak': 1, 'toppings': 1, 'cheese': 1, 'glaze': 1, 'banana': 2, 'njajantulungagungpiscok': 1, 'esoyenbandung': 1, 'esoyen': 1, 'esdeganjeruknipis': 1, 'degan': 1, 'kelapamuda': 1, 'airkelapamuda': 1, 'sambeltempong': 1, 'sambeltomatterasi': 1, 'iwakpe': 1, 'cumiasap': 1, 'ikansalem': 1, 'parugoreng': 2, 'pedesan': 1, 'martabakusus': 1, 'martabakmadura': 1, 'martabakususmadura': 1, 'petis': 2, 'sateayammadura': 1, 'sateayamponorogo': 1, 'satay': 1, 'bumbukacang': 1, 'peanutsauce': 1, 'pangsitayam': 1, 'pangsitisiayam': 1, 'pangsitayamcincang': 1, 'pangsit': 1, 'segosambeltulungagung': 1, 'sambeltongkolsuwir': 1, 'sambeltunaasap': 1, 'sambelteri': 1, 'sambelususayam': 1, 'sambelpedo': 1, 'sambeludang': 1, 'sambelcumi': 1, 'lunch': 6, 'pisanggoreng': 1, 'pisanggorengcrispy': 2, 'pisanggorengwijen': 1, 'pisangtanduk': 1, 'pisangtandukgoreng': 1, 'nasigorengjawa': 1, 'njajantulungagungnasgor': 1, 'sotobanjar': 1, 'sotoayambanjar': 1, 'sotobanjarenak': 1, 'roticanai': 2, 'roticanaisardin': 1, 'roticanaisarden': 1, 'canai': 1, 'canaikosong': 1, 'canaikari': 1, 'tissuebread': 1, 'rotitisususu': 1, 'njajantulungagungcanai': 1, 'essaritebu': 1, 'essaritebumurni': 1, 'essaritebumurnialami': 1, 'estebu': 1, 'estebubakar': 1, 'sugarcanejuice': 1, 'pisangaroma': 1, 'pisangaromaenak': 1, 'pisangaromacoklat': 1, 'pisangrollcrispy': 2, 'bananaroll': 1, 'segolodehpincuk': 1, 'lodehpincukjombang': 1, 'lodehpedes': 1, 'empaldaging': 1, 'cekerpedas': 1, 'puyuhungkep': 1, 'segopecelpincuk': 1, 'pipiskopyor': 1, 'pipiskopyorrotitawar': 1, 'pipiskopyorpisang': 1, 'bongkopisang': 1, 'dessert': 1, 'bebekgoreng': 1, 'bebekbumbuhitam': 1, 'bebekgorengenak': 1, 'kepalabebekgoreng': 1, 'sambaltomat': 3, 'cirengisiayam': 1, 'cirengisiayampedas': 1, 'cirengbandung': 1, 'cilor': 1, 'cilorbandung': 1, 'acitelor': 1, 'gohyong': 1, 'gohyongayam': 1, 'gohyonghalal': 1, 'gyōza': 1, 'gyozalover': 1, 'gyozaayam': 1, 'gyozaenak': 1, 'njajantulungagunggohyong': 1, 'kotokikan': 2, 'kotokikansemar': 2, 'kotokikanasap': 1, 'kotokanpedas': 1, 'maksi': 3, 'njajantulungagungkotokan': 2, 'segocampur': 1, 'kikilpedas': 1, 'mashedpotatoes': 1, 'scrambleeggs': 1, 'beefbacon': 1, 'chickenkatsu': 1, 'perkedelkentang': 1, 'cheesesauce': 1, 'blueberryjam': 1, 'njajantulungagungkatsu': 1, 'kebab': 2, 'kebabdaging': 2, 'kebabpisang': 1, 'kebabpisangcoklat': 1, 'burger': 2, 'njajantulungagungkebab': 1, 'jamutradisional': 1, 'jamukunyitasam': 1, 'jamuberaskencur': 1, 'kunirasem': 1, 'esjamu': 1, 'esjamusegar': 1, 'ayamgeprek': 2, 'ayamgeprekenak': 1, 'ayamgeprekpedas': 1, 'miepedas': 1, 'miepedaslevel': 1, 'njajantulungagungayamgeprek': 1, 'lontongmie': 1, 'lontongmiesurabaya': 1, 'lontongbalapsurabaya': 1, 'lontongbalap': 1, 'njajantulungagunglontongbalap': 1, 'krengsengan': 1, 'krengsenganayam': 1, 'mienyemekjawa': 1, 'njajantulungagungkrengsengan': 1, 'tahukocek': 1, 'piebuah': 1, 'rempeyek': 1, 'lapislegit': 1, 'rotiunyil': 1, 'currypuff': 1, 'cekermercon': 1, 'rujaktapetulungagung': 1, 'satecumibakar': 1, 'dakkochi': 1, 'martabaktelormini': 1, 'martabaktelorjamur': 1, 'martabaktelorayam': 1, 'dimsumlover': 1, 'dimsumhalal': 1, 'dimsumtime': 1, 'dimsumayam': 1, 'dimsumhomemade': 1, 'dimsummurah': 1, 'njajantulungagungdimsum': 1, 'lumpiagoreng': 1, 'lumpiarebung': 1, 'lumpiarebungayam': 1, 'lumpia': 1, 'njajantulungagunglumpia': 1, 'pizza': 1, 'homemadepizza': 1, 'pizzalover': 1, 'pizzapizzapizza': 1, 'njajantulungagungpizza': 1, 'singkongkeju': 1, 'singkongkejumurah': 1, 'singkongkejuenak': 1, 'pisanggorengcoklat': 1, 'matchacreme': 1, 'lemonsquash': 1, 'kwetiaugoreng': 1, 'chickencurry': 1, 'pizzacrêpe': 1, 'sausagerolls': 1, 'estehindonesia': 1, 'esteh': 1, 'estehmanis': 1, 'estehsegar': 1, 'icetea': 1, 'lemontea': 1, 'brownsugartea': 1, 'chizutea': 1, 'taro': 1, 'passionfruit': 1, 'mieayamenak': 1, 'mieayamlovers': 1, 'noodles': 1, 'chickennoodlesoup': 1, 'bakmieayam': 1, 'bakmiedaging': 1, 'bakmiesapi': 1, 'bakmiechilioil': 1, 'bakmiehalal': 1, 'wonton': 2, 'pudding': 1, 'gyoza': 1, 'njajantulungagungbakmie': 1, 'penyetanbandung': 1, 'penyetanbandengpresto': 1, 'bandeng': 1, 'segobantingantulungagung': 1, 'segobantingan': 1, 'segobungkus': 1, 'njajantulungagungbantingan': 1, 'tempekrispy': 1, 'tempegoreng': 1, 'tempegorengkriuk': 1, 'tempegorengrenyah': 1, 'tahukrispi': 1, 'gadogado': 1, 'gadogadosiram': 1, 'gadogadobumbukacang': 1, 'indonesiansaladwithpeanutsauce': 1, 'njajantulungagunggadogado': 1, 'iwakkaligoreng': 1, 'udanggoreng': 1, 'wadergorengcrispy': 1, 'sambal': 1, 'sambaldadak': 1, 'sambalpencit': 1, 'tahuwalik': 1, 'ususayam': 1, 'sambalijo': 1, 'pisangroll': 1, 'pisangrollcaramel': 1, 'pisangrollenak': 1, 'indonesinfood': 1, 'caramelmacchiato': 1, 'kopiaren': 1, 'lemonade': 1, 'croissant': 1, 'tomorocoffee': 1, 'pasta': 1, 'creamychicken': 1, 'spicywings': 1, 'macaroniレシピ': 1, 'cheesepasta': 1, 'toast': 1, 'seblak': 1, 'miegodogjawa': 1, 'tahugoreng': 1, 'pukislegendaris': 1, 'pukisjadul': 1, 'pukisklasik': 1, 'pukisnanas': 1, 'sotobabat': 1, 'sotobabatiso': 1, 'sotobabatsapi': 1, 'sotobabattulungagung': 1, 'njajantulungagungsotobabat': 1, 'martabakrendang': 1, 'martabaktelurbebek': 1, 'martabakrendangminang': 1, 'rendang': 1, 'rendangdaging': 1, 'rendangpadang': 1, 'rendangminang': 1, 'rendangenak': 1, 'njajantulungagungrendang': 1, 'ayamkentuckyhomemade': 1, 'ayamkentaki': 1, 'ayamkentuckyenak': 1, 'ayamgorengtepung': 1, 'friedchicken': 1, 'buburayam': 1, 'buburayamjasio': 1, 'buburayammerah': 1, 'buburcasiu': 1, 'ayamcasiu': 1, 'kakinaga': 1, 'kopibutter': 1, 'miegorenganglo': 1, 'kotokiwaklele': 1, 'kotoktuna': 1, 'urap': 1, 'tahupetis': 1, 'mendoan': 1, 'kebabenak': 1, 'kebabmeatballs': 1, 'beefburger': 1, 'chickenburger': 1, 'njajantulungagungburger': 1, 'nasicampurdagingsapi': 1, 'nasicampurdaging': 1, 'keringtempe': 1, 'serundeng': 1, 'bumburujakdaging': 1, 'rotitawargandum': 1, 'rotigandum': 1, 'rotitawargandumlembut': 1, 'rotitawargandumhomemade': 1, 'njajantulungagungbakery': 1, 'baksocampur': 1, 'puntenpeceltulungagung': 1, 'puntenpecel': 1, 'puntentulungagung': 1, 'rujak': 1, 'rujaksayur': 1, 'rujakuleg': 1, 'rujakpetis': 1, 'esjenangcampur': 1, 'njajantulungagungpuntenpecel': 1}"
aningastriannanncy,72297,1685.67,15.02,2.3524,0.7639,4,0,1,3,0,{}
monsieurspoon,167746,277.75,57.95,0.2001,0.097,60,26,25,9,5.917,"{'monsieurspoon': 57, 'frenchbakery': 54, 'frenchdining': 54, 'betterwithfrenchbutter': 53, 'tastegoodfeelgood': 53, 'monsieurspoonpréféré': 2, 'hampers': 1, 'christmashampers': 1, 'monsieurspoonjakarta': 49, 'adellejewellery': 1, 'adelleuniverse': 1, 'adelle11thanniversary': 1, 'bartegastudio': 3, 'bartegaxmonsieurspoon': 2, 'impastopainting': 2, 'paintingclassjakarta': 2, 'croissantflanart': 1, 'sundayfun': 1, 'dewata': 1, 'monsieurspoonpetitenget': 1, 'sundaymondayfoodie': 1, 'sundaymondayfoodievideo': 1, 'jktfoodbang': 1, 'kulineran': 1, 'foodblogger': 1, 'food': 1, 'foodie': 1, 'jktfood': 1, 'foodgasm': 1, 'kuliner': 1, 'fyp': 1, 'reelsinstagram': 1, 'reels': 1, 'tasty': 1, 'kalawaktuluang': 1}"
tesyasilla,57048,2870.47,52.3,5.1234,0.4876,6,1,3,2,1.333,"{'anakgromaximal': 1, 'reviewmorinaga': 1, '1000ceritabunda': 1, 'libbybaby': 1, 'libbybabyindonesia': 1, 'momentwithlibby': 1, 'everydaywithlibby': 1, 'ivirufflejumper': 1}"
wulannf__,55376,2555.19,73.86,4.7476,0.8643,5,1,1,3,0,{}
nadinegaus,91222,136.49,2.37,0.1522,0,0,0,0,0,-,-
yeyen_nona,70753,845.43,11.3,1.2109,0.2037,3,2,0,1,0,{}
rian_syakbani,62078,1337.26,18.09,2.1833,0.7794,21,14,7,0,12.714,"{'pedagangsehat': 1, 'suplementkakilima': 1, 'optimumnutrition': 12, 'optimumperformance': 1, 'optimumstrength': 1, 'suplemenoptimum': 1, 'optimumfitness': 1, 'optimumlife': 1, 'optimumhealth': 1, 'optimumgains': 1, 'nutritionforchampions': 1, 'optimumsupport': 1, 'sixpackgoals': 1, 'hardworkpaysoff': 1, 'stayfit': 4, 'fitnessmotivation': 3, 'nopainnogain': 3, 'bodygoals': 2, 'bcaa': 1, 'rasaanggur': 1, 'fitnessgoals': 3, 'recoverytime': 1, 'staystrong': 4, 'workoutfuel': 1, 'wheygoldstandard': 2, 'bananaflavor': 2, 'wheyprotein': 6, 'proteinshake': 4, 'recoveryfuel': 2, 'fitnessjourney': 11, 'strongereveryday': 5, 'workoutnutrition': 2, 'healthyliving': 2, 'gymlife': 7, 'selfcare': 1, 'noexcuses': 3, 'beachvibes': 1, 'effortpaysoff': 1, 'oceanenergy': 1, 'karangamoments': 1, 'healthylifestyle': 5, 'progresbersama': 1, 'goldstandardwhey': 5, 'optimumnutritionidn': 5, 'optimumnutritionindonesia': 5, 'freeworkout': 2, 'nolimits': 2, 'beach': 1, 'bali': 1, 'photo': 1, 'model': 4, 'modelling': 1, 'photoeveryday': 1, 'photographers': 1, 'workoutmotivation': 8, 'musclebuilding': 2, 'strengthtraining': 2, 'bodytransformation': 1, 'fitnessaddict': 4, 'trainhard': 2, 'beastmode': 1, 'liftinggoals': 1, 'sweatandsuccess': 1, 'ironparadise': 1, 'workhardstayhumble': 1, 'gymselfie': 1, 'musclegoals': 1, 'fitnesslifestyle': 2, 'bodybuilding': 1, 'fitlife': 2, 'gymtime': 2, 'sweatitout': 2, 'bestrong': 1, 'fitgoals': 3, 'healthiswealth': 2, 'strongnotskinny': 1, 'liftheavy': 3, 'fitandhealthy': 1, 'staymotivated': 1, 'fitnessinspiration': 1, 'transformationjourney': 1, 'workout': 3, 'trainingday': 1, 'health': 1, 'getstrong': 1, 'fitfam': 1, 'workoutroutine': 2, 'inspiretobefit': 1, 'capekkeringterus': 1, 'strength': 1, 'dailyworkout': 1, 'bebetter': 1, 'trainsmart': 1, 'gymmode': 1, 'stayactive': 1, 'power': 1, 'gym': 3, 'gymmotivation': 2, 'ig': 1, 'sixpack': 3, 'chest': 1, 'abs': 2, 'shoot': 1, 'stayhealthy': 1, 'workoutlife': 1, 'musclegain': 1, 'proteingoals': 1, 'gymaddict': 2, 'buildmuscle': 1, 'nutritionmatters': 1, 'workoutsupplement': 1, 'wheybanana': 1, 'fitnessfuel': 1, 'recoveryessentials': 1, 'strongeveryday': 1, 'workoutrecovery': 1, 'dukungpemulihan': 2, 'nutrisiseimbang': 2, 'fokuspadaprogres': 2, 'suplemenonline': 2, 'bodyandmind': 1, 'cinematicfitness': 1, 'naturalstrength': 1, 'selfdiscipline': 1, 'suplemenon': 1, 'powerup': 1, 'ilustracion': 1, 'picart': 1, 'pinterest': 1, 'pushyourlimits': 1, 'beyourbest': 1, 'reels': 1, 'explorer': 1, 'explorerinstagram': 1, 'exercises': 1, 'motivasipagi': 1, 'semangatbaru': 1, 'hidupsehat': 1, 'positivevibes': 1, 'inspirationtoday': 1, 'yesfitnessbali': 1, 'gymhumor': 1, 'gymcomedy': 1, 'gymlifestyle': 1, 'fitness': 1, 'fitnesslife': 1, 'coach': 1, 'personaltrainer': 1, 'personaltraining': 1, 'gymcoach': 1, 'balipersonaltrainer': 1}"
conradhotels,133840,628.34,14.37,0.4802,0.2948,8,1,4,3,0.25,"{'conradhangzhou': 1, 'conradpartner': 1}"
hardifadhillah_sapimonster,117539,3601.42,40.02,3.0981,0,0,0,0,0,-,-
framium.id,20792,14.59,0.54,0.0728,0,0,0,0,0,-,-
aguzm.photography,22516,269.44,2.99,1.21,0,0,0,0,0,-,-
juliawild,26886,636.56,40.56,2.5185,3.4345,5,0,2,3,20.6,"{'bridalphotos': 1, 'weddingday': 2, 'firstlook': 2, 'firstlookwedding': 2, 'rusticwedding': 5, 'joshuatreewedding': 5, 'weddingphotography': 5, 'weddinginspiration': 5, 'weddingideas': 3, 'weddingflowers': 2, 'weddinghair': 1, 'bridalhair': 3, 'bridalhairstyle': 1, 'bridaljewellery': 1, 'bridalmakeup': 1, 'bridaldress': 1, 'bridalfashion': 1, 'ruedeseine': 1, 'ruedeseinebridal': 1, 'rusticweddingdress': 1, 'bohobride': 5, 'bohowedding': 3, 'bohoweddingdress': 1, 'bohoweddinghair': 1, 'justmarried': 3, 'wedding': 4, 'weddingcake': 1, 'weddingcakes': 1, 'bride': 2, 'joshuatreenationalpark': 4, 'mechanicalbull': 1, 'weddingbull': 1, 'rusticweddingideas': 2, 'weddinggoals': 1, 'joshuatree': 4, 'rusticweddings': 1, 'weddingdress': 1, 'elopmentwedding': 1, 'elopmentphotographer': 1, 'bridalbouquet': 1, 'couplegoals': 1, 'bridal': 1, 'desertwedding': 2, 'ruesaintdenis': 2, 'bridestyle': 2, 'brideandgroom': 2, 'bridalgown': 2, 'naturewedding': 2, 'rusticweddingdecor': 2, 'dreamwedding': 2, 'weddingstyle': 2}"
delanapizzeria,22467,9.04,0.01,0.0403,0,0,0,0,0,-,-
viaputrisilviani_,43087,3200.72,32.47,7.5039,8.3035,14,0,10,4,0.143,"{'bersatudalamperbedaan': 1, 'areioutdoorgear': 1}"
donnie_se,17951,281.46,20.43,1.6817,1.3158,39,3,26,10,2.872,"{'starfieldlibrary': 1, 'starfield': 1, 'seoul': 1, 'seoulkorea': 1, 'korea': 1, 'korean': 1, 'koreastyle': 1, 'koreatravel': 1, 'koreatrip': 1, 'drone': 7, 'drones': 1, 'dronephotography': 6, 'dronestagram': 2, 'dronevideo': 6, 'droneview': 1, 'dronepilot': 2, 'dronelife': 2, 'droneoftheday': 1, 'dronefly': 1, 'droneshots': 1, 'djimini4pro': 3, 'dronekorea': 2, 'dronepadang': 5, 'dronebukittinggi': 4, 'dronebali': 1, 'dronejakarta': 1, 'dji': 4, 'dronesumbar': 2, 'djimini': 1, 'dronepanorama': 1, 'love': 5, 'me': 5, 'padang': 1, 'civic': 1, 'civicturbo': 1, 'djipadang': 1, 'djiosmopocket': 1, 'djiosmopocket3': 2, 'djipocket3': 2, 'djiosmo': 1, 'disney': 1, 'disneyland': 1, 'japan': 6, 'japantrip': 3, 'fun': 3, 'japanese': 1, 'japantravel': 2, 'indonesia': 1, 'holiday': 2, 'shibuya': 1, 'tokyo': 1, 'travel': 2, 'travelling': 1, 'trip': 1, 'traveller': 1, 'shirakawa': 1, 'shirakawago': 1}"
thepretendblogger,13556,374.7,25.7,2.9537,0,0,0,0,0,-,-
