Followers,Average_Likes,Average_Comments,Average_Engagement_Rate,Engagement_Rate_(60_Days),Posting_frequency_(last_60_days),Posts_(image),Posts_(videos),Posts_(carousel),Average_Hashtags_/_Post_(60_Days),Hashtags_(dictionary),Unnamed: 0
575202,595.51,41.29,0.1107,0.651,98,7,49,42,3.551,"{'healthforward': 15, 'huaweiwatchd2': 15, 'huaweimatepadpro': 22, 'creationofbeauty': 23, 'huaweimatepad': 3, 'huaweigopaint': 3, 'huaweiwatchgt5series': 46, 'fashionforward': 62, 'huaweiid': 46, 'gt5': 4, 'goodvibeswithgt5': 42, 'goodvibewithgt5': 2, 'huaweiwwatchgt5series': 1, 'huaweiwatchgt5pro': 6, 'gt5pro': 21, 'huaweigt5series': 2, 'huaweiwatchultimate': 6, 'adventureforward': 6, 'huaweiwatchgt5': 11, 'creationsofbeauty': 2, 'huaweilaunch': 6, 'gopaintworldwidecreatingactivity2024': 1, 'huaweigopaintid2024': 1, 'fashionedge': 1, 'unlocknewme': 1}",18.0
167819,25139.44,147.81,15.0682,12.3304,88,2,82,4,0.068,"{'mif2024': 1, 'mif': 1, 'motionimefest': 1, 'motionime': 1, 'motionimefestival': 1, 'motionimefest2024': 1}",19.0
314574,3777.76,104.7,1.2342,0.3001,31,1,20,10,1.194,"{'happyjuice': 2, 'throwback': 6, 'omakase': 1, 'ootdbabygirl': 1, 'japan': 1, 'masyaallahtabarakallah': 8, 'allahumabarik': 5, 'wheninkyoto': 1, 'allohummabaarik': 1, 'healthyjuice': 1, 'detoxjuice': 1, 'retinoljuice': 1, 'chiccoisback': 1, 'chiccoindonesia': 1, 'chiccoliveitloveit': 1, 'diturunkangenerasikegenerasi': 1, 'pressedjuice': 1, 'kyotojapan': 1, 'narajapan': 1, 'photodump': 1}",20.0
342928,3867.89,88.39,1.1537,0.138,29,4,20,5,3.621,"{'cafebogor': 2, 'visitbogor': 1, 'meme': 3, 'quotesindonesia': 1, 'ngomonginorang': 1, 'ghibah': 1, 'dubaipistachiochocolatebar': 2, 'dubaipistachio': 3, 'coklatdubai': 3, 'review': 1, 'ootdindo': 1, 'fashion': 1, 'badminton': 5, 'badmintonbogor': 2, 'badmintonlovers': 5, 'badmintonindonesia': 2, 'badmintonjakarta': 4, 'badmintonsparring': 2, 'tournamentindonesia': 1, 'turnamenbadminton': 1, 'bittersweet': 1, 'momanddaughter': 1, 'ibuanak': 1, 'memeindonesia': 1, 'bogorraincake': 1, 'ootd': 1, 'muslimahfashion': 1, 'fashionmuslim': 1, 'indonesia': 2, 'momdaughter': 2, 'kakakadik': 1, 'modestfashion': 1, 'bajumuslimah': 1, 'soccer': 1, 'family': 1, 'terbawaarus': 1, 'makeupindonesia': 1, 'jfw': 2, 'jakartafashionweek': 2, 'jfw2025': 3, 'bulutangkis': 1, 'fashionforward': 1, 'mlendiary': 2, 'dreamlashes': 1, 'falsashes': 1, 'falsies': 1, 'bulumatapalsu': 2, 'eyelashextensions': 2, 'bulumata': 1, 'kontenkreator': 1, 'lampuuntukkonten': 1, 'tnw': 1, 'lampukeciluntukkonten': 1, 'contentcreator': 1, 'makeup': 1, 'cushion': 1, 'makeuptutorial': 1, 'goute': 1, 'loosepowder': 1, 'bedak': 1, 'localbrand': 1, 'badmintonoutfit': 1, 'hijaboutfit': 1, 'gbkarena': 2, 'badmintonmeme': 1, 'bogor': 1, 'studioyogabogor': 1, 'wisatabogor': 1, 'wisatakulinerbogor': 1, 'yogabogor': 1, 'spa': 1, 'spabogor': 1, 'chocolaspa': 1}",21.0
698886,28352.84,202.87,4.0859,1.5917,21,0,16,5,4.667,"{'minisoindonesiaperfume': 1, 'mypedebooster': 1, 'miniso': 1, 'kitasatu': 1, 'vivitumam': 1, 'rembangtangguh': 1, 'wayaecahnom': 1, 'asl1rembang': 1, 'menjemputkemenangan': 1, 'eiger': 1, 'eigeradventure': 1, 'eigerproduct': 1, 'eigercatalogue': 1, 'eigertropicaladventure': 1, 'eigerindonesia': 1, 'eigerpromo': 1, 'eigeroriginal': 1, 'eiger1989': 1, 'heyhest': 8, 'heyhestcantik': 8, 'variomodifikasi': 1, 'vario160modifikasi': 1, 'pendakiindonesia': 8, 'pendakicupujakarta': 2, 'pendakicupu': 1, 'pendaki': 4, 'gunungsumbing': 1, 'jawatengah': 1, 'sumbingmountain': 1, 'wonosobo': 1, 'opentrip': 1, 'opentripmurah': 1, 'opentripsumbing': 1, 'pendakinusantara': 1, 'wonosobobeutifull': 1, 'jawatengahhits': 1, 'trip_gondrongers': 1, 'gunungrinjani': 1, 'rinjanimountain': 1, 'rinjaniviasembalun': 1, 'rinjanitrekker': 1, 'lombok': 1, 'opentripgunungrinjani': 1, 'lff': 5, 'montain': 7, 'pendakicantik': 3, 'beranda': 2, 'mountain': 1, 'mtpangrango': 1, 'pangrango': 1, 'reels': 2, 'zarventure': 1, 'comedy': 3, 'sederhana': 1, 'gym': 1, 'mendaki': 1, 'merbabumountain': 1}",22.0
414202,7656.65,109.8,1.875,1.6252,46,0,39,7,0.13,"{'wattunam1': 1, 'cititex': 1, 'cititexmakassar': 1, 'newstatesapparel': 1, 'mul1a': 1, 'amindaid': 1}",23.0
624853,3178.12,179.55,0.5374,0.0945,83,28,40,15,2.735,"{'abdulwahid': 8, 'gubernur': 4, 'riau': 6, 'bermarwah': 3, 'menang': 2, 'riaubermarwah': 13, 'bangwahidgubernurmuda': 11, 'insyaallah': 2, 'nomorsatuuntukawalyangbaru': 1, 'bersamamembangunriau': 1, 'sfhariyanto': 1, 'wakilgubernur': 1, 'barisanpengusahamuda': 1, 'pkb': 26, 'muhaiminiskandar': 28, 'gubernurriau2025': 3, 'nomor1': 2, 'haripahlawan': 1, 'semangatperjuangan': 1, 'indonesiamaju': 6, 'pkbuntuksemua': 7, 'iyethbustami': 4, 'bismillahirrahmanirrahim': 1, 'rumbaibekerja': 1, 'keluargazulkardi': 1, 'iyetbustami': 1, 'udinsemekot': 1, 'zoelpurba': 1, 'wahidsimbar': 2, 'sumpahpemuda': 1, 'gubernurriau': 2, 'calongubernurriau': 1, 'allahuakbar': 9, 'happybirthday': 2, 'anaksoleha': 1, 'qolbunsalim': 2, 'harisantrinasional': 1, 'kilaurayamnctv33': 2, 'hutmnctv33': 2, 'mnctv33': 2, 'hutmnctv': 2, 'pkbbangkitsolidmenang': 1, 'alhamdulilah': 10, 'indonesia': 2, 'presidenindonesia2024': 1, 'prabowosubianto': 1, 'tokohkeberagamannasional': 1, 'detikcomawards2024': 1, 'gerbangkdi': 1, 'dangdut': 1, 'dprri': 14, 'alhamdulillah': 1, 'bismillah': 2, 'menakeridafauziyah': 1, 'kdi2024': 1, 'jadilahbintang': 1, '2dekadekdi2024': 1, 'gerbangkdi2024': 3, 'selalubersyukur': 2, 'mprri': 1, 'rusdikirana': 1, 'dppri': 2, 'riau1': 1, 'kdi': 1, 'swarabintang': 1, 'lemhanas': 4, 'kpuri': 1, 'kpu': 2, 'gusmuhaimin': 1}",24.0
969826,7861.05,89.75,0.8198,0.6401,44,7,31,6,1.659,"{'pasarrakyatbanyumas': 1, 'bazarumkm': 1, 'tebusmurah': 1, 'sadewolintarti': 2, 'sadewotrilastiono': 2, 'dwiasihlintarti': 2, 'pasnggobanyumas': 2, 'banyumas': 2, 'purwokerto': 2, 'gorastriapurwokerto': 1, 'rapmuffler': 1, 'cbrepost_': 1, 'cbnkri': 1, 'cbinspirasi': 2, 'cbindonesiaklasik': 1, 'cbracingtouring': 1, 'cbteyeng': 2, 'cbrepost': 1, 'cbracing': 1, 'cbkediri': 1, 'cbmitasi': 1, 'rosokgambar': 1, 'berkascb': 1, 'koncocb': 1, 'pecanducb_': 1, 'cb125se': 1, 'cb125s': 1, 'rosokcilik': 1, 'cbmagelang': 1, 'cbpolicejogja': 1, 'cbklasik': 1, 'numpakcb': 1, 'sedulur_paido': 1, 'cbjatim': 1, 'cbjateng': 1, 'cbmalang': 1, 'zonacb': 1, 'cbnganjukbersatu': 1, 'cbkontes': 1, 'cbkarat': 1, 'novisasmita': 2, 'trimasentertainment': 2, 'trimaskustik': 2, 'wonderfulindogrosir': 1, 'cbarmyindonesia': 1, 'tourgabnas3cbarmyindonesia': 1, 'lastrecap': 1, 'shinetogether': 1, 'aoraclub': 1, 'aoraclubpurwokerto': 1, 'purwokertonightlife': 1, 'purwokertoclubbers': 1, 'purwokertoclubbing': 1, 'clubpurwokerto': 1, 'club': 1, 'clubhouse': 1, 'karaoke': 1, 'ktvpurwokerto': 1, 'karaokepurwokerto': 1, 'karman': 1, 'pamerancat': 1, 'ritasupermall': 1}",25.0
833309,19954.56,177.33,2.4159,1.0989,40,0,32,8,3.725,"{'thecamels': 35, 'comedy': 17, 'komedi': 18, 'pasutri': 15, 'duobahlul': 3, 'timnas': 1, 'timnasday': 1, 'timnasindonesia': 1, 'love': 2, 'mc': 3, 'emcee': 3, 'host': 3, 'fatherandson': 4, 'fathersday': 1, 'plnmobile': 1, 'semuamakinmudah': 1, 'gelegarplnmobile2024': 1, 'son': 1, 'fatherdaughter': 2, 'mobil': 1, 'haulsolo': 3, 'sushi': 1, 'omakase': 1, 'husbandandwife': 3, 'prank': 3, 'kaget': 1, 'event': 1, 'parfum': 1, 'parodi': 1, 'film': 1, 'siaranduobahlul': 1, 'karaoke': 1, 'penyiarradio': 1, 'jak101fm': 1, 'parenting': 1, 'daughter': 1, 'ayatayatcinta': 1, 'suamiistri': 3, 'secangkirsemangat': 1, 'poligami': 1, 'ulangtahun': 1, 'komedikeluarga': 1, 'bapakbapak': 1, 'masakanistri': 1, 'vespa': 1, 'vespaindonesia': 1, 'sunmori': 1}",26.0
756656,98306.42,715.88,13.0868,5.7704,13,1,2,10,0.154,"{'pemudaindonesia': 1, 'pemudabersamadpr': 1}",27.0
901349,1047.58,9.72,0.1173,0.0533,45,2,30,13,11.689,"{'jualkacamata': 33, 'jualkacamatamurah': 31, 'kacamataimpor': 20, 'kacamata': 38, 'kacamatakorea': 28, 'kacamatafashion': 17, 'kacamatacateye': 16, 'kacamataminus': 26, 'kacamatavascka': 4, 'kacamatamurah': 1, 'kacamataviral': 1, 'makeup': 1, 'makeupsimple': 1, 'reels': 2, 'page': 1, 'explorepage': 1, 'vasckashopshelby': 3, 'kacamataphotocromic': 22, 'lensablueray': 14, 'lensaphotocromic': 19, 'tokokacamata': 16, 'lensaantiradiasi': 16, 'lensaminus': 14, 'kacamatabold': 7, 'kacamataframetebal': 7, 'kacamataskena': 1, 'skena': 1, 'anakskena': 1, 'vasckashopvicenza': 2, 'vasckashopleica': 1, 'vasckashopflorence': 2, 'kacamatakotak': 9, 'kacamataoptik': 6, 'kacamataunisex': 1, 'kacamatacewek': 1, 'olshopkacamata': 1, 'framekacamata': 6, 'kacamataantiradiasi': 13, 'kacamatablueray': 11, 'kacamataphotogrey': 9, 'bagibagikacamata': 1, 'vasckashopwina': 1, 'kacamatalentur': 1, 'kacamataantipatah': 1, 'vasckashopmiami': 2, 'kacamatakeren': 8, 'kacamataphotokromik': 5, 'lensaessilor': 5, 'lensaphotokromik': 5, 'vasckashopkitty': 1, 'vasckashopbrussel': 1, 'kacamataclipon': 4, 'kacamata2in1': 3, '2in1glasses': 3, 'kacamatahitam': 6, 'kacamatahitamminus': 3, 'sunglassesminus': 3, 'vasckashophelsinki': 1, 'kacamatasemicateye': 1, 'kacamatacowok': 2, 'kacamatatransparant': 4, 'kacamatawajahkecil': 1, 'kacamatahidungpesek': 1, 'jualsunglasses': 3, 'sunglassesmurah': 3, 'jualkacamatahitam': 3, 'sunglasses': 3, 'kacamatahitampria': 1, 'kacamatahitamcowok': 1, 'kacamatahitamwanita': 1, 'kacamatahitamumrah': 1, 'karenasatukacamatagakakancukup': 2, 'promokacamata': 4, 'promogajian': 4, 'paydaysale': 4, 'ootdfashion': 1, 'mataminus': 1, 'povmataminus': 1, 'vasckaeyewear': 1, 'vasckashopchessy': 1, 'vasckashopoxford': 1, 'vasckashopvintage': 2, 'cliponsunglasses': 1, 'kacamatagaya': 1, 'vasckashoplucca': 1, 'vasckashopjenna': 1, 'vasckashopmexim': 1, 'vasckashoplatvia': 2, 'vasckashopservia': 1, 'vasckashopmelvin': 1, 'vasckashopatalla': 1, 'vasckashopkazan': 1, 'rekomendasikacamata': 1, 'kacamataoversize': 1, 'hijabfashion': 1, 'hijabstyle': 1, 'hijabinspiration': 1, 'hijab': 1, 'outfit': 1, 'outfitoftheday': 1, 'outfitinspo': 1, 'vasckashophugos': 1}",28.0
723884,57349.69,140.38,7.9419,4.0536,3,0,0,3,0.0,{},29.0
874819,28341.85,85.49,3.2495,0.4088,2,0,2,0,1.5,"{'inacobacoba': 2, 'viral': 1}",30.0
879364,2929.39,28.19,0.3363,0.175,35,3,19,13,0.943,"{'bosch': 1, 'boschhomeexperience': 1, 'cookingclass': 1, 'mominfluencer': 1, 'cookingwithceritaibucerdas': 1, 'jhfamily': 1, 'legobrandday': 1, 'legoidsbdgaming': 1, 'alfamart': 1, '25tahunalfamartmelayaniindonesia': 1, 'alfantastic25': 1, 'promoulangtahunalfamart': 1, 'beli1gratis1': 1, 'buy1get1': 1, 'promomemberalfamart': 1, 'semarakulangtahunalfamart': 1, 'thechildrensplace': 1, 'lovethisplace': 1, 'sale': 1, 'kidsfashion': 1, 'masyaallahtabarakallah': 1, 'bestfriends': 1, 'tampilmempesona': 1, 'onahairdryer': 1, 'jimshoney': 1, 'icarryjh': 1, 'jhladies': 1, 'jimshoneycikupa': 1, 'tasjimshoney': 1, 'youdeservebetter': 1, 'promojimshoney': 1, 'taslokal': 1, 'film': 1}",31.0
743799,32476.29,317.87,4.409,3.2515,5,0,5,0,0.6,"{'djarumsuperespressogold': 1, 'inikreteknyasuper': 1, 'supernyagoldenmoment': 1}",32.0
620382,17177.13,621.5,2.869,0.2069,22,2,12,8,0.591,"{'angelswingindoesia': 1, 'nightlife': 1, 'olipop': 1, 'everydayisweekend': 1, 'batam': 1, 'funfestonedayclub': 1, 'mangatagroup': 1, 'eventbatam': 1, 'infobatam': 1, 'makeup': 1, 'hairdo': 1, 'photoshoot': 1, 'mua': 1}",33.0
626171,2683.05,29.97,0.4333,1.3016,83,1,77,5,3.807,"{'fyp': 78, 'reels': 78, 'reelsinstagram': 78, 'outfithijab': 74, 'kintamanibali': 1, 'bali': 2, 'kintamani': 1, 'sanur': 1, 'pvn': 1, 'pvn7oyful': 1, 'pvnshoes': 1}",34.0
959504,1289.25,47.31,0.1393,0.0296,157,49,106,2,18.582,"{'transformation': 1, 'bodytransformation': 1, 'kelasdietintensive': 7, 'coacdwidiary': 1, 'olahraga': 63, 'seluruhtubuh': 40, 'rebahan': 4, 'kaki': 37, 'paha': 18, 'bokong': 38, 'punggung': 37, 'lengan': 41, 'olahragadirumahsaja': 63, 'olahragauntukwanita': 53, 'olahragauntukpemula': 41, 'bakarlemaktubuh': 53, 'langsing': 78, 'langsingsehat': 41, 'langsingideal': 41, 'dietonline21hari': 53, 'dietonlinejakarta': 54, 'dietonlinepurwokerto': 41, 'dietonlinebatam': 42, 'tasbatam': 41, 'papuasehat': 43, 'maluku': 41, 'sulawesi': 53, 'jawatimur': 51, 'jawabarat': 51, 'sumatra': 18, 'tantangan21harireshape': 65, 'fitnessyoga': 60, 'langsingalami': 60, 'turunberatdarirumah': 60, 'nutrisishake': 17, 'protein': 17, 'proteinshake': 17, 'kelasdietonlinebatam': 60, 'kelasdietonlinejakarta': 60, 'belajarsehat': 60, 'teh': 36, 'menusehat': 30, 'sarapan': 8, 'join': 3, 'kelas': 3, 'pola': 3, 'makan': 3, 'turun': 3, 'bb': 3, 'bareng': 19, 'serayubydwi': 4, 'kelasdietioc': 52, 'polamakansehat': 22, 'rendahkalori': 22, 'makanan': 23, 'hariini': 22, 'menumakansianghariini': 22, 'menumakanan': 22, 'makansiang': 22, 'kelasdietonline': 22, 'coachdwidiary': 36, 'selasa': 10, 'perut': 24, 'sumatrahits': 21, 'kelasidetintensive': 7, 'testimoniioc': 15, 'diet': 2, 'dietberhadiah': 1, 'dietsehat': 1, 'dietsimple': 1, 'diettanpailmu': 1, 'naikberatbadan': 1, 'batam': 33, 'jakarta': 15, 'gakturunberatbadan': 1, 'makanbuah': 1, 'salah': 1, 'dietioc': 2, 'diet21hari': 1, 'olahragaplussize': 1, 'jalankaki': 3, 'joging': 1, 'lemakperuthilang': 1, 'dietalami': 12, 'infodietsehat': 12, 'tipsmakandiluar': 12, 'dietuntuksehatdankecantikan': 1, 'singapore': 25, 'hampersidulfitribatam': 17, 'olahragawanita': 18, 'studioolahragabatam': 17, 'olahragaprivatebatam': 17, 'workoutbatam': 17, 'gadisbatam': 17, 'muslimahbatam': 17, 'batamcentre': 19, 'studiokhususwanita': 17, 'workoutharian': 17, 'studiokhususwanitabatam': 18, 'serayudailyrefresher': 18, 'serayu': 17, 'dwi_subiyandari': 17, 'bubbletea': 28, 'turun15kg': 1, 'kerenabis': 10, 'kurustanpagelambir': 11, 'dietuntuksehat': 11, 'testimonicoachdwi': 11, 'batusangkar': 11, 'banyumas': 10, 'kalimantan': 12, 'pontianak': 2, 'cirebon': 2, 'kamis': 6, 'turun12kg': 1, 'fitspo': 2, 'workoutroutine': 2, 'kempiskanperut': 2, 'testimoni': 13, 'turun18kg': 1, 'turunberat': 10, 'hbl': 2, 'papua': 10, 'wanita': 14, 'pria': 14, 'lakilaki': 2, '13': 2, 'kg': 2, 'keren': 3, 'tgpinanghits': 2, 'kepri': 2, 'indonesiasehat': 2, 'jawatengah': 2, 'caffenutrisi': 6, 'weekend': 2, 'sabtu': 1, '2minggu': 10, 'kenapaya': 12, 'langsingsehatkudus': 12, 'sumatrahits_': 2, 'jumatberkah': 3, 'jumatreminder': 1, 'bahaya': 1, 'mengintai': 1, 'perutbuncit': 1, 'muda': 1, 'sehat': 4, 'ideal': 1, 'sebulan': 1, 'tipsturunberatbadan': 1, 'panduanturunberat': 1, 'tipslangsingcepat': 1, 'padang': 1, 'smoothie': 2, 'senin': 5, 'menudiet': 1, 'menudietsehat': 1, 'menudietsimple': 1, 'menudietnusantara': 1, 'foodiebatam': 1, 'foodiegram': 1, 'senam': 1, 'wajah': 1, 'nasihatayah': 1, 'detikberkahf': 1, 'turun21kg': 1, 'turun20kg': 1, 'inspirasi': 3, 'pinggang': 4, 'betis': 4, 'rabu': 1, 'results': 2, 'kelasonline': 2, 'aceh': 2, 'jakartautara': 2, 'purwokertohitz': 2, 'tanjungbalai': 2, 'tanjungpinang': 2, 'medan': 2, 'depok': 2, 'hijaberbatam': 1, 'taiwan': 1, 'luarnegeri': 1, 'taiwandiet': 1, 'makandiet': 1, 'challenge': 6, 'obat': 5, 'terbaik': 5, 'didunia': 5, 'jalansehat': 1, 'madinah': 1, 'makkah': 1, 'ibadahhaji': 1, 'umroh': 1, 'reminder': 1, 'masyaallahtabarakallah': 1, 'dietday1': 1, 'kemasan': 2, 'jus': 1, 'sumatraselatan': 1, 'rizkyfebrian': 1, 'mahalini': 1, 'pasanganselebritis': 1, 'tujuh': 1, 'beberesrumah': 1, 'dietmakannasi': 7, 'makanansehatbatam': 2, 'menudietbatam': 2, 'selalu': 1, 'gagal': 1, 'dietkarbo': 5, 'persentase': 1, 'discount': 1, 'jumatbaik': 1, 'serayubatamcenter': 1, 'privateolahraga': 1, 'soda': 1, 'kaleng': 1, '15kg': 1, '3bulan': 1, 'bekasi': 1, 'jaktim': 1, 'banten': 1, 'bukan': 2, 'nasi': 2}",35.0
708537,12930.67,103.45,1.8396,0.3651,23,5,12,6,0.174,"{'alpiahmakasebape': 1, 'sangihe': 1, 'huttni': 1, 'huttni79': 1}",36.0
670392,67382.89,166.65,10.0761,5.6829,2,0,0,2,0.0,{},37.0
679319,7495.42,347.2,1.1545,0.4522,186,44,52,90,5.403,"{'pejuangptn': 63, 'masukptn': 24, 'masukutbk': 8, 'tryoutubk': 8, 'tryoutubkgratis': 8, 'utbk': 24, 'tps': 8, 'utbktps': 8, 'sbmptn': 9, 'utbk2025': 24, 'sbmptn2025': 9, 'infokampus': 8, 'infomasukptn': 8, 'tryout': 9, 'tryoutonline': 8, 'snbt': 35, 'snbt2025': 20, 'snbt25': 8, 'utbksnbt': 9, 'utbksnbt2025': 8, 'tryoutgratis': 8, 'tryoutnasional': 8, 'jurusan': 14, 'ptn': 77, 'kuliah': 48, 'mahasiswa': 26, 'santai': 1, 'ipb': 2, 'snbp': 37, 'kelas12': 53, 'kampus': 21, 'prestasi': 1, 'pimnas': 2, 'bapak': 1, 'anakkedokteran': 6, 'pejuangkedokteran': 8, 'pejuangfk': 1, 'kasihsayangayah': 1, 'kasihsayangibu': 1, 'kasihsayangorangtua': 1, 'motivasi': 1, 'kisahmotivasi': 1, 'perjuangan': 6, 'sumpahdokter': 6, 'kedokteran': 12, 'dokter': 1, 'calondokter': 7, 'calonkedokteran': 1, 'mahasiswi': 6, 'kampusnegeri': 23, 'kuliahonline': 17, 'ut': 17, 'universitasterbuka': 17, 'siswa': 10, 'sejarah': 1, 'aktuaria': 1, 'statistika': 1, 'ugm': 2, 'belajar': 6, 'universitas': 6, 'tebak': 4, 'masukkedokteran': 5, 'masukfk': 5, 'infodokter': 5, 'infokedokteran': 5, 'fakultaskedokteran': 5, 'lolosptn': 5, 'snbp2025': 9, 'pejuangptn2025': 4, 'pengumumansnbp': 5, 'pengumuman': 5, 'beasiswa': 6, 'beasiswakuliah': 6, 'beasiswaindonesia': 5, 'pendidikandokter': 5, 'universitasindonesia': 6, 'sidang': 1, 'murid': 1, 'bimbel': 3, 'quiz': 6, 'unand': 1, 'universitasandalas': 1, 'revisi': 1, 'skripsi': 2, 'buket': 1, 'sekolah': 2, 'kemendikbud': 3, 'pendidikan': 6, 'perpustakaan': 1, 'fk': 1, 'hijau': 1, 'taman': 1, 'fakultas': 1, 'guru': 1, 'sma': 4, 'smk': 4, 'bimbelutbk': 2, 'agribisnis': 1, 'agroekoteknologi': 1, 'matematika': 1, 'berhitung': 1, 'ui': 3, 'overthinking': 2, 'maba': 2, 'sahabat': 1, 'persahabatan': 1, 'pejuangkampus': 1, 'politeknik': 1, 'mandiri': 1, 'osis': 1, 'ukt': 1, 'dikti': 1, 'ips': 1, 'chatgpt': 2, 'yukbelajar': 3, 'infolomba': 3, 'lomba2024': 3, 'olimpiadesma': 3, 'olimpiadesains': 3, 'lombapelajar': 3, 'olimpiadepelajar': 3, 'kompetisi': 3, 'lombasma': 3, 'pejuangsnbp': 3, 'lombasmasederajat': 3, 'beasiswakarya': 1, 'beasiswakaryaterapan': 1, 'multimedianusantarapolytechnic': 1, 'prodi': 1, 'bimbelmasukptn': 1, 'utbksbmptn': 1, 'utbksbmptn2025': 1, 'snmptn': 1, 'snmptn2025': 1, 'ltmpt': 1, 'kelas11': 1, 'ai': 1, 'stellachristie': 1, 'almet': 1, 'kampusmerdeka': 1, 'mbkm': 1, 'kemendikbudristek': 1, 'nadiem': 1, 'soshum': 1, 'ipa': 1, 'pimnas2024': 1, 'unhas': 1, 'uin': 1, 'ptkin': 1, 'spanptkin': 1, 'umptkin': 1, 'tryoututbk': 1, 'eligible': 1, 'jurusankuliah': 3, 'zodiak': 1, 'snpmb': 1, 'kisahinspiratif': 3, 'onlinelearning': 4, 'kuliahfleksibelsesuaigayamu': 4, 'kuliahsambilkerja': 4, 'pendaftaranmahasiswabaru': 3, 'vinamuliana': 1, 'masukdokter': 2, 'pejuangptn2024': 1, 'snbp2024': 1}",38.0
864304,13439.0,424.46,1.604,1.2988,125,11,106,8,1.568,"{'prabowo': 24, 'gerindra': 9, 'beramal': 10, 'harapanbarusulteng': 7, 'satu': 5, 'prabowosubianto': 2, 'presiden': 7, 'indonesia': 17, 'indonesiaraya': 2, 'ahmadali': 6, 'abdulkarimaljufri': 8, 'aka': 1, 'muliapas': 1, 'pilkadabali': 1, 'degadjah': 1, 'bigdaddy': 1, 'nodrama': 1, 'degadjahforbali': 1, 'degadjahnyamegelah': 1, 'titieksoeharto': 5, 'donggala': 2, 'boneoge': 1, 'harapanbaru': 3, 'sulawesitengah': 4, 'prasetyohadi': 2, 'sugiono': 2, 'forsulteng2024': 1, 'bangaka': 1, 'akacreative': 1, 'prabowopresiden': 3, 'bhinnekaputralinanta': 1, 'gerindramasadepan': 4, 'mensetneg': 1, 'kabinetmerahputih': 1, 'mentriluarnegri': 1, 'didithediprasetyo': 2, 'gibran': 1, 'indonesiamaju': 2, 'jokowiamin': 1, 'keberlanjutan': 1, 'prabowogibran': 2, 'indonesiaemas': 1, 'terimakasihjokowi': 1, 'indonesiaadilmakmur': 2, 'terimakasihjokowiamin': 1, 'bandungbersamaindonesiamaju': 1, 'ibunegara': 2, 'menyambutpresidenbaru': 2, 'menujuindonesiaemas': 1, 'menujuindonesiabergizi': 1, 'kawalsampaiistana': 1, 'presidenkita': 1, 'pestarakyat': 1, 'jokowi': 1, 'pelantikan': 1, 'brimob': 1, 'polisi': 1, 'iwanbule': 1, 'istananegara': 1, 'prabowotitiekforindonesia': 1, 'ahamdali': 2, 'okegassatu': 1, '01': 1, '1': 1, 'sangjuara': 1, 'kotapalu': 1, 'sigi': 1, 'parimo': 1, 'tolitoli': 1, 'buol': 1, 'poso': 1, 'tojounauna': 1, 'morowali': 1, 'morowaliutara': 1, 'banggai': 1, 'banggailaut': 1, 'banggaikepulauan': 1, 'nasdem': 1, 'golkar': 1, 'pan': 1, 'psi': 1, 'ppp': 1, 'pkb': 1, 'perindo': 1, 'prima': 1, 'pkn': 1}",39.0
302673,4110.54,36.12,1.37,0.0,0,0,0,0,0.0,{},40.0
539095,6165.4,191.85,1.1792,0.1965,14,0,11,3,5.714,"{'ketawakuntilanak': 1, 'puasrasanya': 1, 'reelsofinstagram': 1, 'comedy': 1, 'explore': 7, 'justforfun': 1, 'reels': 1, 'husbandandwife': 1, 'bellachocolate': 1, 'chefmarinka': 2, 'sialinterfood2024': 1, 'livecooking': 1, 'chocolatelovers': 1, 'foodevent': 1, 'jiexpo': 1, 'ootd': 1, 'lookbook': 1, 'travelwithmarinka': 4, 'prague': 4, 'wanderlust': 4, 'fyp': 2, 'emakui': 1, 'pov': 1, 'oppon3': 1, 'hasselblad': 1, 'aboutlastnight': 1, 'tenunrasa': 1, 'alilavillasuluwatu': 2, 'bali': 1, 'uluwatu': 1, 'indonesiancuisine': 2, 'cintamasakanindonesia': 1, 'culinarydiva': 1, 'thewarung': 1, 'gourmetexperience': 1, 'alilamoments': 1, 'betawicuisine': 2, 'kbripraha': 2, 'siarestaurant': 1, 'restaurace': 1, 'asijskarestaurace': 1, 'indoneskakuchyne': 1, 'praha': 1, 'kamvpraze': 1, 'jidlovpraze': 1, 'inidiplomasi': 1, 'rintiskemajuan': 1, 'indonesianway': 1, 'spiceuptheworld': 1, 'wonderfulindonesia': 1, 'throwback': 1, 'nebraskabeef': 1, 'recommended': 1, 'emakuindonesia': 1, 'lezatsehatsatset': 1, 'travel': 1, 'visitjapan': 1, 'snacks': 1, 'tokyo': 1}",41.0
274673,650.58,5.75,0.239,0.1405,3,0,0,3,0.0,{},42.0
794419,23271.95,230.85,2.9585,6.1138,1,0,0,1,0.0,{},43.0
707693,29075.52,89.9,4.1212,2.6731,9,0,9,0,3.556,"{'hair': 3, 'haircare': 2, 'hairwash': 2, 'hairwashday': 1, 'washday': 1, 'washdayroutine': 1, 'hairloss': 1, 'hairoil': 2, 'longhair': 2, 'healthyhair': 3, 'hairtips': 1, 'hairgoals': 2, 'hairgrowthtips': 1, 'juicing': 1, 'juicecleanse': 1, 'juice': 1, 'detoxjuice': 1, 'mealprep': 1, 'healthyfood': 1, 'goodhairday': 1, 'peaceful': 1, 'hairstylist': 1, 'hairtutorial': 1}",44.0
